LLAVEHOG,ORDEN,AÑOS_CUMPLIDOS,HIJOS,CANT_PERSONAS,VIVE_PADRES,NIVEL_EDUCACION_MADRE,AFILIADO_SS,ESTADO_SALUD,DISCAPACIDAD,LEER_ESCRIBIR,NIVEL_EDUCATIVO,SALARIO,ACTIVIDAD,TELEFONO,TIPO_VIVIENDA,SUBSIDIO,SEGURIDAD,CONDICIONES_VIDA,POBRE,INGRESO_HOGAR,COMIDA,AGUA_ALIMENTOS,AGUA24H,VIVIENDA,SATISFACCCION_INGRESO,SATISFACCION_SALUD,SATISFACCION_SEGURIDAD,SATISFACCION_TRABAJO,SATISFACCION_VIDA
60112471,3,34,4,7,2,,1,2,NO,1,,700000,1,1,1,SI,1,2,1,1,2,1,1,1,7,8,6,7,10
60112551,1,40,3,5,4,1,1,3,NO,1,,400000,1,1,2,SI,1,2,1,1,1,1,1,1,2,4,8,4,9
60112551,2,16,1,5,2,,1,2,NO,1,,,4,1,2,SI,1,2,1,1,1,1,1,1,9,5,8,8,8
60112581,3,24,1,4,4,1,1,2,NO,1,,220000,1,1,2,NO,1,2,2,2,2,1,1,1,6,9,5,6,8
60112611,2,23,1,3,2,,1,2,NO,1,,,2,1,1,NO,1,3,2,1,2,6,,1,6,5,7,6,7
60113111,6,26,1,11,3,,1,1,NO,1,,1200000,1,1,1,SI,1,3,2,2,2,1,1,3,10,10,10,10,10
60113571,1,35,2,3,4,10,1,2,NO,1,,737000,1,1,2,NO,1,1,2,2,2,1,1,3,10,10,10,10,10
60113681,1,28,2,3,4,1,1,2,NO,1,,,1,1,1,NO,1,3,2,1,2,1,1,3,8,8,7,10,10
60113691,1,32,1,2,4,9,1,1,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,4,8,10,10,6,10
60114151,1,50,2,3,4,1,1,2,NO,1,,1500000,1,1,2,NO,1,2,2,2,2,1,1,3,8,10,10,10,10
60114171,1,31,2,3,4,1,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,3,8,10,9,6,10
60114211,3,31,1,4,3,,1,3,NO,1,,,4,1,1,SI,1,3,1,1,2,4,,3,7,2,5,2,10
60114611,5,26,1,6,3,,1,1,NO,1,,737717,1,1,1,NO,1,2,1,1,2,2,1,1,6,9,6,6,7
60114941,7,30,1,8,3,,1,2,NO,1,,737000,1,1,1,SI,1,2,2,2,2,1,2,1,8,6,6,7,8
60114981,5,20,1,6,3,,1,2,NO,1,,737717,1,1,1,SI,1,2,2,2,2,1,1,1,9,9,9,9,9
60115021,3,15,1,7,2,,1,2,NO,1,,,3,1,1,SI,1,2,2,2,2,1,2,1,8,8,8,8,9
60115061,4,34,2,6,4,2,1,2,NO,1,,350000,1,1,1,NO,1,2,2,2,2,1,1,1,8,7,7,7,9
60115281,3,21,2,5,4,1,1,3,NO,1,,,4,1,3,SI,1,3,2,1,2,2,1,1,2,6,8,6,10
60115303,1,36,1,3,4,1,1,3,NO,1,,200000,6,1,1,NO,2,2,1,1,2,2,1,4,3,5,6,7,10
60115331,1,35,2,3,4,1,1,3,NO,1,,1000000,1,1,2,SI,2,2,2,2,2,2,1,3,5,8,4,7,8
60115471,2,55,1,4,2,,1,3,NO,1,,,4,1,1,SI,1,3,1,2,1,1,1,1,9,6,7,5,10
60115601,2,52,1,3,2,,1,3,NO,1,,3300000,1,1,1,SI,2,2,1,1,2,1,2,2,8,8,6,8,10
60115621,3,21,1,4,2,,1,2,NO,1,,,4,1,1,SI,2,2,1,2,2,1,2,1,9,10,10,9,10
60115671,3,37,1,4,3,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,2,1,9,7,8,9,10
60115721,2,34,1,4,2,,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,2,2,1,6,6,5,9,10
60115931,1,57,1,3,4,1,1,2,NO,1,,,4,1,1,SI,1,3,1,1,2,1,2,1,9,7,8,8,10
60116001,1,66,1,2,4,10,1,2,NO,2,,,4,2,1,NO,1,3,1,1,2,9,,1,9,7,10,10,10
60116071,1,45,2,3,4,1,1,2,NO,1,,,4,1,1,SI,1,3,1,1,2,9,,4,6,9,8,10,10
60116301,2,55,1,3,4,1,1,2,NO,1,,,4,1,2,NO,2,2,2,1,2,1,1,4,3,5,5,9,10
60116341,1,29,1,2,4,2,1,2,NO,1,,,4,1,2,NO,1,2,1,2,2,1,2,4,8,9,9,9,9
60118031,2,30,1,3,1,4,1,2,NO,1,,,1,1,1,NO,1,1,2,1,2,10,,1,7,5,7,6,9
60118151,3,26,1,4,3,,1,2,NO,1,,,4,1,1,SI,1,3,1,1,1,10,,1,7,7,6,7,9
60118161,1,70,2,7,4,1,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,1,8,8,8,8,9
60118241,3,32,1,4,2,,1,1,NO,1,,1042000,1,1,1,NO,1,1,2,2,1,10,,1,10,10,10,10,10
60118401,3,25,1,4,3,,1,1,NO,1,,950000,1,1,1,NO,1,2,2,2,2,10,,1,10,10,10,10,10
60118491,1,30,3,4,4,4,1,2,NO,1,,,4,1,3,SI,2,3,1,1,2,10,,3,10,10,10,10,10
60118631,1,54,1,4,4,3,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,1,9,8,8,9,2
60118661,1,53,1,4,4,1,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,5,,5,10,10,10,10,10
60118681,3,32,2,7,3,,1,2,NO,1,,1000000,1,1,1,SI,1,2,2,2,2,1,2,1,10,10,10,10,10
60118711,1,58,1,3,4,2,1,2,NO,1,,,4,2,1,NO,1,2,2,1,2,10,,1,5,5,5,4,7
60118851,1,34,1,3,4,4,1,3,NO,1,,,4,1,2,NO,1,2,2,2,2,10,,3,9,7,10,10,7
60118861,1,36,1,2,4,4,1,1,NO,1,,1700000,1,1,2,NO,1,1,2,2,2,10,,3,10,10,10,10,10
60118911,1,65,1,2,4,2,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,1,8,9,8,9,9
60118951,3,47,1,4,3,,1,2,NO,1,,3500000,1,1,1,NO,1,2,2,2,2,1,1,1,8,9,7,10,10
60119081,1,42,3,4,4,10,1,2,NO,1,,500000,1,1,1,NO,1,2,1,1,2,1,1,2,7,7,10,8,10
60119201,1,51,1,2,4,10,1,1,NO,1,,3000000,1,1,1,NO,1,1,2,2,2,1,1,1,10,10,10,10,10
60119241,1,38,2,3,4,2,1,2,NO,1,,1100000,1,1,1,NO,1,2,2,2,2,1,1,3,9,10,5,10,10
60119261,5,31,1,6,2,,1,1,NO,1,,2100000,6,1,2,NO,2,1,2,2,2,1,1,1,7,10,6,7,10
60119351,1,41,2,4,4,8,1,2,NO,1,,,4,1,2,NO,2,2,2,2,2,1,1,3,8,9,9,8,9
60119391,1,29,1,3,1,2,1,2,NO,1,,737717,1,1,1,SI,1,2,2,2,2,1,1,3,9,8,5,8,10
60119641,1,34,2,3,4,10,1,3,NO,1,,737000,1,1,2,NO,1,2,2,2,2,1,1,3,0,5,5,5,10
60120191,1,53,1,3,4,2,1,3,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,8,6,8,8,8
60120191,2,20,1,3,2,,1,2,NO,1,,730000,1,1,1,NO,1,2,2,2,2,1,1,1,8,8,7,7,10
60120251,4,35,2,6,3,,1,2,NO,1,,2000000,1,1,1,NO,1,2,2,2,2,1,1,1,10,9,4,8,10
60120401,1,66,1,2,4,9,1,2,NO,1,,737717,1,1,1,NO,1,2,2,2,2,1,1,6,7,9,4,8,9
60120411,1,30,2,3,4,1,1,2,NO,1,,,1,1,3,NO,1,2,2,2,2,1,1,3,8,8,7,8,9
60120421,3,28,1,4,2,,1,2,NO,1,,900000,1,1,1,NO,1,2,2,1,2,1,1,3,10,10,5,5,10
60120451,2,51,1,4,2,,1,2,NO,1,,2000000,1,1,1,NO,2,1,1,2,2,1,1,1,8,8,8,8,9
60120731,1,68,1,2,4,10,1,3,NO,1,,,4,1,1,NO,2,2,2,2,2,1,1,1,7,3,7,10,10
60121001,1,45,2,6,4,2,1,1,NO,1,,,4,1,1,NO,2,1,2,2,2,1,1,6,6,8,5,7,8
60121171,2,29,1,3,1,4,1,2,NO,1,,,1,1,2,NO,2,2,2,2,2,1,2,1,10,10,10,10,10
60121251,1,44,1,2,4,2,1,2,NO,1,,3000000,1,1,1,NO,1,1,2,3,2,1,1,1,9,9,4,9,10
60121541,1,37,1,3,2,,1,2,NO,1,,737000,1,1,2,NO,2,2,1,1,2,1,1,3,7,9,5,7,8
60121601,5,18,1,6,3,,1,2,NO,1,,,3,1,2,NO,1,2,1,2,2,1,1,3,9,10,4,8,10
60121881,2,18,1,3,1,2,1,2,NO,1,,,3,2,1,NO,1,2,2,2,2,1,1,6,10,9,9,0,10
60121921,1,52,1,2,4,2,1,2,NO,1,,737717,1,1,1,NO,2,2,2,2,2,1,1,3,9,10,3,9,10
60122051,3,30,1,5,3,,1,2,NO,1,,1100000,1,1,2,NO,1,2,2,2,2,1,1,6,7,10,3,8,10
60122091,1,28,1,2,4,4,1,1,NO,1,,700000,1,1,2,NO,2,2,2,2,2,1,1,3,7,10,0,10,9
60122121,1,53,1,2,4,10,1,2,NO,1,,,1,1,1,NO,1,2,2,1,2,1,1,1,5,6,2,8,10
60122511,3,45,1,4,3,,1,2,NO,1,,1500000,1,1,2,NO,1,2,2,3,2,1,1,4,8,9,3,8,10
60122731,1,30,1,2,4,2,1,2,NO,1,,730000,1,1,2,NO,1,2,2,2,2,1,1,3,8,9,8,10,10
60122951,1,48,1,2,4,2,1,2,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,4,7,10,8,10,10
60123001,4,36,1,5,2,,1,2,NO,1,,1200000,1,1,1,NO,1,1,2,2,2,1,1,3,8,8,4,8,9
60123231,1,32,1,2,4,9,1,2,NO,1,,1000000,1,1,3,NO,1,2,2,1,2,1,2,3,5,10,10,10,10
60123311,1,54,1,2,4,9,1,2,NO,1,,,4,1,1,SI,1,2,2,2,2,1,2,1,5,8,10,8,8
60123321,1,47,1,3,4,1,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,2,1,10,10,10,10,9
60123361,1,42,2,3,4,1,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,8,,3,10,10,10,10,10
60123381,1,50,2,4,4,10,1,3,NO,1,,,6,1,2,NO,1,3,2,1,2,1,2,3,3,3,8,3,6
60123391,1,22,2,3,4,4,1,2,NO,1,,789000,1,1,2,NO,1,3,2,2,1,2,2,3,9,10,8,9,10
60123521,3,22,1,4,3,,1,2,NO,1,,737717,1,1,1,NO,1,1,2,1,2,1,2,1,10,10,10,10,10
60123701,3,26,1,4,3,,1,2,NO,1,,600000,1,1,1,NO,1,2,1,1,2,3,,1,10,10,10,10,10
60123971,4,22,1,6,1,6,1,2,NO,1,,,4,1,1,NO,1,2,2,3,2,1,1,1,10,10,10,10,10
60124461,3,34,1,4,2,,1,4,NO,1,,,5,1,2,NO,2,2,2,2,2,1,1,3,9,0,3,0,7
60124481,1,53,1,2,4,9,1,4,NO,1,,,5,1,2,NO,2,4,2,2,2,1,1,3,1,1,0,1,10
60124561,1,46,3,5,4,10,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,10,8,5,8,10
60124601,1,30,2,3,4,1,1,2,NO,1,,779000,1,1,1,NO,1,2,2,2,2,1,1,3,7,9,8,6,10
60124621,1,47,2,3,4,2,1,2,NO,1,,700000,1,1,2,NO,2,2,2,2,2,1,1,2,10,8,8,10,10
60124661,1,50,1,2,4,10,2,3,NO,1,,,2,1,2,NO,2,3,2,1,2,1,1,2,1,6,6,0,8
60124721,1,60,1,2,4,10,1,3,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,2,5,6,0,8
60124781,3,40,1,4,4,9,1,3,NO,1,,,4,1,1,NO,2,3,1,1,2,1,1,3,4,5,5,6,7
60124801,1,54,1,2,4,9,1,2,NO,1,,,4,1,2,NO,2,3,2,1,2,1,1,3,5,7,6,4,7
60124832,4,18,1,5,2,,1,2,NO,1,,,3,2,1,NO,1,2,2,3,2,2,1,3,9,10,10,10,10
60124911,4,53,2,5,4,1,1,2,NO,1,,,4,1,2,NO,2,1,2,1,2,1,1,2,4,8,6,4,9
60125081,2,21,1,3,2,,1,1,NO,1,,737717,1,1,2,NO,2,2,2,2,2,3,,2,7,10,5,7,7
60125611,1,37,5,6,4,10,1,2,NO,2,,500000,1,1,1,NO,1,3,1,1,2,1,1,3,7,9,9,7,8
60126941,4,22,1,5,2,,1,1,NO,1,,,3,1,1,NO,1,2,2,2,2,1,2,1,5,10,7,5,10
60126981,1,35,1,3,4,1,1,2,NO,1,,,2,1,2,NO,2,2,2,2,2,1,1,2,9,7,8,6,8
60127001,1,34,2,3,4,1,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,7,8,8,7,8
60127181,1,26,3,4,4,3,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,3,10,8,10,9,10
60127491,3,52,1,4,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,2,1,9,10,8,10,10
60127691,1,41,2,4,4,2,1,2,NO,1,,,1,1,2,NO,1,2,1,2,2,1,1,3,6,8,5,7,9
60127731,3,29,2,5,4,3,1,3,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,9,5,9,8,10
60127921,1,38,1,2,4,1,1,1,NO,1,,920000,1,1,2,NO,1,2,1,2,2,1,1,1,10,10,4,7,10
60128331,1,42,2,3,4,2,1,2,NO,1,,,4,1,1,NO,1,3,1,1,2,6,,1,5,8,8,5,8
60128391,4,29,1,7,2,,1,2,NO,1,,730000,1,1,1,NO,1,3,1,1,1,6,,5,7,7,7,7,8
60128391,6,26,1,7,2,,1,2,NO,1,,630000,1,2,1,NO,1,3,1,1,1,6,,5,7,8,8,8,8
60128451,1,34,1,3,2,,1,3,NO,1,,,4,1,1,NO,1,3,2,1,2,2,2,1,3,5,10,10,10
60128481,1,45,2,3,4,9,1,2,NO,2,,,1,2,1,NO,1,4,1,1,2,2,2,1,4,10,10,6,8
60128611,3,19,1,4,4,2,2,2,NO,1,,,3,1,1,NO,1,3,1,1,2,2,2,1,9,7,7,7,7
60128751,2,23,1,3,4,1,1,2,NO,1,,200000,1,1,2,NO,1,3,1,1,2,1,1,3,5,10,6,7,9
60128761,4,62,1,4,4,1,1,3,NO,1,,,4,1,2,NO,1,1,1,2,2,1,1,3,9,8,8,8,8
60129091,1,73,1,3,4,10,1,3,SI,1,,,5,2,1,SI,1,3,1,1,2,2,1,1,2,3,9,2,5
60129171,3,78,1,6,4,9,1,3,SI,2,,,4,2,1,SI,1,2,1,2,2,6,,1,5,6,6,5,5
60129231,1,52,1,3,2,,1,3,NO,1,,,1,1,1,SI,2,4,2,1,2,2,1,3,5,5,4,5,8
60129351,4,36,1,10,2,,1,3,NO,1,,350000,1,1,1,SI,1,2,1,2,2,2,1,1,8,6,10,9,10
60129351,6,33,2,10,2,,1,2,NO,1,,1200000,1,1,1,SI,1,2,1,2,2,2,1,1,8,9,8,8,10
60129351,9,30,1,10,2,,1,2,NO,1,,,1,1,1,SI,1,2,1,2,2,2,1,1,6,5,10,9,10
60129361,4,20,1,5,2,,1,2,NO,1,,400000,1,1,1,SI,1,2,2,1,2,1,2,1,9,8,7,7,10
60129511,1,55,1,3,4,9,1,3,NO,1,,,4,1,1,SI,1,2,1,1,2,2,2,4,5,5,5,5,6
60129511,2,29,1,3,2,,1,2,NO,1,,250000,1,1,1,SI,1,2,1,1,2,2,2,4,7,9,3,8,7
60129541,1,29,1,2,4,1,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,2,2,3,7,5,6,8,10
60129701,1,46,1,3,4,1,1,2,NO,1,,,1,1,2,SI,1,2,2,2,2,1,1,3,7,7,7,7,10
60129701,2,25,1,3,2,,1,2,NO,1,,,4,1,2,SI,1,2,2,2,2,1,1,3,8,9,7,4,10
60129821,1,35,2,3,4,1,1,3,NO,1,,,1,1,1,SI,2,3,2,1,2,1,1,2,8,6,6,7,10
60129971,1,36,1,2,4,1,1,2,NO,1,,,1,1,1,SI,1,3,1,1,1,1,1,3,4,5,9,4,7
60130061,1,54,1,2,4,10,1,3,NO,1,,,4,2,1,NO,1,3,1,1,2,1,1,3,9,6,7,6,7
60130271,1,46,1,2,4,1,1,2,NO,1,,,4,2,1,NO,1,2,1,2,2,2,1,1,5,10,7,7,10
60130291,5,27,1,6,3,,1,2,NO,1,,460000,1,1,1,SI,1,2,2,2,2,2,1,1,10,10,10,8,10
60130371,1,82,1,2,4,10,1,2,NO,1,,,4,2,1,NO,1,2,2,3,2,1,1,1,8,9,9,9,10
60130421,1,44,2,3,4,10,1,3,NO,1,,700000,1,1,1,NO,1,3,1,2,2,2,1,1,3,1,1,5,3
60130451,1,42,2,3,4,1,1,1,NO,1,,,1,1,1,SI,1,3,2,2,2,2,1,1,7,10,9,7,10
60130561,1,24,1,4,4,2,1,2,NO,1,,400000,1,1,2,NO,1,2,1,1,2,1,1,3,5,8,8,8,9
60130611,1,56,1,5,4,10,1,2,NO,1,,,4,2,1,SI,1,3,2,2,2,2,2,1,4,7,7,5,10
60130791,3,47,1,3,4,9,1,2,NO,1,,,4,1,1,SI,1,2,2,1,2,1,1,1,9,9,9,6,8
60130931,4,25,1,5,3,,1,2,NO,1,,,4,1,1,SI,2,3,2,2,2,1,1,1,5,8,3,8,9
60131041,4,19,1,6,2,,1,2,NO,1,,280000,4,1,1,SI,1,3,2,2,2,1,1,1,4,9,8,6,10
60131311,3,26,1,5,3,,1,1,NO,1,,600000,1,1,2,NO,1,1,2,1,2,1,1,3,7,10,7,10,9
60131331,5,63,1,6,4,10,1,3,NO,1,,,4,2,2,SI,1,3,2,1,2,1,1,3,9,7,9,5,10
60132861,3,46,1,4,3,,1,2,NO,1,,,4,1,2,SI,1,2,2,2,2,1,1,1,10,10,10,10,10
60132961,2,20,1,3,2,,1,2,NO,1,,600000,1,1,1,SI,1,2,2,2,2,2,1,5,8,7,8,6,8
60133101,2,32,1,4,4,9,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,1,9,9,8,5,10
60134071,6,35,1,9,3,,1,2,NO,1,,800000,1,1,2,NO,1,2,1,2,2,1,1,1,9,8,9,8,9
60134071,8,36,1,9,3,,1,2,NO,1,,,4,1,2,NO,1,2,1,2,2,1,1,1,9,9,9,8,9
60134111,2,24,1,3,2,,2,2,NO,1,,,2,1,1,NO,1,2,2,1,2,2,1,1,9,9,8,8,10
60134241,2,25,1,3,2,,1,2,NO,1,,800000,1,1,2,NO,1,2,2,2,2,1,1,1,7,8,9,9,9
60134301,2,38,1,5,2,,1,2,NO,1,,,1,1,2,NO,1,2,1,2,2,1,1,1,9,9,9,9,9
60134321,1,35,2,3,4,2,1,2,NO,1,,,1,1,2,NO,1,2,1,2,2,1,1,3,9,9,9,9,9
60134381,1,28,1,2,4,3,1,2,NO,1,,1218000,1,1,2,NO,1,2,2,2,2,1,1,4,6,8,8,8,10
60134451,1,55,1,5,4,9,1,2,SI,1,,,4,2,1,NO,1,3,2,1,2,1,1,1,3,4,9,8,10
60134531,1,21,1,4,2,,1,3,NO,1,,,4,1,2,NO,1,4,1,2,1,1,1,3,8,8,6,7,10
60134531,3,41,2,4,4,1,1,3,NO,1,,737000,1,1,2,NO,1,4,1,2,1,1,1,3,8,4,9,8,9
60134851,4,20,1,5,3,,1,2,NO,1,,680000,1,1,2,NO,1,2,1,2,2,1,1,3,7,7,8,8,9
60134941,3,39,2,6,2,,1,2,NO,1,,,4,1,1,SI,1,4,1,1,1,1,1,1,6,6,7,6,7
60135001,1,33,1,2,4,10,2,3,NO,1,,655000,1,1,2,SI,1,2,2,1,2,1,1,3,4,8,10,10,10
60135991,1,37,2,3,4,1,1,2,NO,2,,,1,1,1,SI,1,3,2,1,1,1,2,1,6,10,10,10,7
60136071,3,16,1,7,3,,1,2,NO,1,,,4,2,1,SI,1,2,2,2,2,5,,1,9,10,10,8,7
60136171,1,29,1,2,4,2,1,3,NO,1,,,1,1,1,SI,1,2,2,2,2,5,,1,8,5,6,8,9
60136451,1,40,4,5,4,3,1,2,NO,1,,,1,1,1,SI,1,2,1,1,2,5,,1,6,6,9,10,7
60136651,3,36,1,9,3,,1,2,NO,1,,,4,1,1,NO,1,2,1,1,2,1,2,1,8,8,9,8,9
60136651,5,35,1,9,3,,1,2,NO,1,,,5,2,1,NO,1,2,1,1,2,1,2,1,9,8,8,8,9
60136651,7,31,2,9,3,,1,1,NO,1,,,4,2,1,NO,1,2,1,1,2,1,2,1,8,7,8,7,9
60136661,6,28,2,9,4,1,1,2,NO,1,,,4,2,1,SI,1,2,1,1,2,1,2,1,8,9,8,8,6
60136781,1,55,1,6,4,1,1,2,NO,1,,,1,2,1,NO,1,2,1,1,2,1,2,1,9,9,8,8,8
60136811,3,20,1,5,3,,1,2,NO,1,,,4,2,1,NO,1,2,1,1,2,1,2,1,6,7,6,7,7
60136821,1,52,1,2,4,1,1,2,NO,1,,,1,1,1,NO,1,2,1,1,2,1,1,1,8,7,10,7,10
60137551,5,26,1,6,3,,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,3,8,8,8,8,9
60137571,4,30,1,5,2,,1,2,NO,1,,1500000,1,1,1,NO,2,2,1,1,2,1,2,1,10,10,10,10,10
60137701,1,58,1,2,4,2,1,2,NO,1,,,4,2,1,NO,1,2,2,2,2,1,2,1,8,7,7,7,7
60137761,1,36,2,3,4,3,1,2,NO,1,,800000,1,1,2,NO,1,2,2,2,2,10,,3,8,8,8,8,9
60137911,1,51,1,4,4,3,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,1,8,8,8,8,9
60137911,3,29,1,4,2,,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,1,8,8,8,8,9
60137931,4,28,1,5,3,,1,2,NO,1,,,2,1,2,NO,1,2,2,2,2,10,,3,8,8,8,8,9
60137951,1,66,3,4,4,2,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,2,8,8,8,8,9
60138491,4,18,1,5,1,2,1,2,NO,1,,,4,1,1,SI,1,1,1,1,2,2,2,1,9,9,7,6,7
60138731,1,47,1,2,4,9,1,2,NO,1,,,1,1,1,NO,2,3,1,1,2,1,1,1,10,10,4,10,10
60138881,7,30,1,8,3,,1,2,NO,1,,1300000,1,1,1,SI,1,2,2,2,2,1,1,1,9,10,10,10,10
60138891,1,53,2,3,4,10,1,1,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,8,8,8,10,10
60139501,1,55,2,4,4,9,2,1,NO,1,,,4,1,2,NO,1,2,2,1,2,1,2,1,5,10,9,8,8
60139521,1,42,3,4,4,4,1,2,NO,1,,,1,1,1,NO,1,2,2,1,2,1,2,3,6,9,8,6,9
60139551,6,21,1,7,2,,1,2,NO,1,,,4,1,2,NO,1,3,1,1,1,1,2,3,9,8,8,9,8
60139601,11,23,2,13,3,,1,2,NO,1,,,4,2,1,SI,1,3,2,2,2,2,2,1,9,7,7,7,7
60139751,3,50,2,6,4,1,1,2,NO,1,,,1,1,1,SI,1,3,2,1,2,2,1,1,6,8,9,8,9
60139781,1,39,1,2,4,9,1,2,NO,1,,,4,1,1,SI,1,2,2,1,2,2,1,4,7,5,7,5,10
60139831,1,59,1,3,4,1,1,2,NO,1,,,4,1,1,SI,1,2,2,2,2,2,1,1,8,8,9,9,8
60139831,2,41,1,3,2,,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,2,1,1,9,10,9,9,9
60140031,1,56,2,5,4,2,1,4,NO,1,,,6,1,1,SI,1,2,2,2,2,1,1,3,0,0,8,5,10
60140251,3,20,1,5,2,,1,2,NO,1,,,3,1,1,NO,1,3,2,1,2,1,1,3,9,10,10,9,7
60140591,1,53,1,5,4,9,1,3,NO,2,,,4,2,1,SI,1,3,1,1,2,1,2,1,9,6,9,9,10
60140921,4,25,1,5,3,,1,1,NO,1,,,1,1,1,NO,1,1,2,3,2,1,1,1,9,10,10,8,10
60141211,4,31,1,5,3,,1,2,NO,1,,737000,1,1,1,NO,1,2,2,2,2,1,1,1,7,8,8,8,10
60141231,2,28,1,3,4,2,1,2,NO,1,,750000,1,1,2,NO,1,2,1,2,2,1,1,3,6,9,8,8,8
60141291,1,66,1,3,4,1,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,1,9,9,9,8,9
60141401,1,66,1,4,4,10,1,3,NO,2,,,4,1,2,SI,1,2,2,1,2,1,1,3,5,10,9,8,9
60141401,2,22,2,4,2,,1,2,NO,1,,,4,1,2,SI,1,2,2,1,2,1,1,3,10,10,10,10,10
60141441,1,57,3,6,4,6,1,3,NO,1,,,4,1,2,NO,1,3,1,1,2,2,1,1,9,9,9,9,9
60141481,3,39,3,8,3,,1,2,NO,1,,,4,1,1,SI,1,3,2,2,2,1,1,1,0,7,8,0,10
60141711,1,48,1,2,4,1,1,1,NO,1,,600000,1,1,1,NO,1,2,2,2,2,1,1,3,6,9,10,9,10
60141731,3,28,1,9,3,,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,2,8,8,7,7,10
60142261,4,17,1,5,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,2,3,9,10,8,0,10
60142551,1,20,1,2,4,3,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,2,1,10,10,10,9,10
60142671,2,16,1,3,2,,1,2,NO,1,,,4,2,1,NO,1,2,1,2,2,1,1,4,7,7,6,7,7
60143231,5,22,1,5,4,4,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,4,7,8,7,8,8
60143291,1,28,3,4,4,1,1,2,NO,1,,790000,1,1,2,NO,1,3,1,1,2,10,,3,10,10,10,10,10
60143391,1,66,1,5,4,9,1,2,NO,1,,,4,1,1,NO,1,2,1,1,2,10,,1,10,10,10,10,10
60143591,3,36,1,4,3,,1,2,NO,1,,890000,1,1,1,NO,1,2,1,2,2,10,,1,10,10,10,10,10
60143671,1,30,2,5,3,,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,1,1,3,3,7,5,5,8
60143911,3,18,1,4,3,,1,2,NO,1,,,1,2,1,NO,1,3,1,1,2,7,,3,6,8,7,6,9
60143921,1,66,1,5,4,10,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,1,2,3,6,5,10,10,8
60144081,3,19,1,4,2,,1,1,NO,1,,,3,2,1,SI,1,2,2,2,2,1,2,1,7,10,10,9,10
60144091,4,26,1,5,4,2,1,1,NO,1,,830000,1,1,1,NO,1,2,2,2,2,3,,4,10,10,10,10,10
60144241,1,48,1,2,4,2,1,2,NO,1,,600000,1,1,2,NO,1,2,1,1,2,1,1,3,7,7,5,5,4
60144321,1,63,2,5,4,3,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,1,9,8,8,9,8
60144631,3,21,1,4,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,4,9,5,4,9
60144681,1,42,2,3,4,9,1,3,NO,1,,,1,1,1,NO,2,3,1,1,2,2,1,1,0,5,5,5,9
60144881,1,25,1,3,2,,1,1,NO,1,,,4,1,1,SI,1,3,1,1,1,1,2,1,9,9,6,6,9
60145211,1,36,1,5,4,1,1,2,NO,1,,,1,1,2,SI,2,2,2,2,2,1,1,3,5,10,4,6,9
60145211,3,34,2,5,4,1,1,3,NO,1,,,4,1,2,SI,2,2,2,2,2,1,1,3,9,5,5,0,10
60145221,4,40,1,8,3,,1,3,NO,1,,737717,1,1,1,NO,1,2,2,2,2,1,1,1,4,6,6,6,7
60145221,5,17,1,8,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,8,9,10,7,10
